"reviews"	Translation	Positive	Negative	EmotionRationale
"36" "I appriciate 5 star but i will not. Coz i lost my data after mobile factory data resetting ( farmet ) i cant recover it . That's very important. I mail also to help desk. So its very wors app very bad West"	"36" "I appriciate 5 star but i will not.<br> Coz i lost my data after mobile factory data resetting ( farmet ) i cant recover it .<br> That's very important.<br> I mail also to help desk.<br> So its very wors ap very bad West"	1	-3	 "36[0] I[0] appriciate[0] 5[0] star[0] but[0] i[0] will[0] not[0] [[Sentence=-1,1=word max, 1-5]] Coz[0] i[0] lost[0] my[0] data[0] after[0] mobile[0] factory[0] data[0] resetting[0] farmet[0] i[0] cant[0] recover[0] it[0] [[Sentence=-1,1=word max, 1-5]] That's[0] very[0] important[0] [[Sentence=-1,1=word max, 1-5]] I[0] mail[0] also[0] to[0] help[0] desk[0] [[Sentence=-1,1=word max, 1-5]] So[0] its[0] very[0] wors[0] app/ap[0] very[0] bad[-1][-1 LastWordBoosterStrength] West[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"37" "great app. needs ability to chang date format. also being able to scan expense receipts would be great."	"37" "great ap.<br> needs ability to chang date format.<br> also being able to scan expense receipts would be great.	3	-2	 "37[0] great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] needs[0] ability[0] to[0] chang[0] date[0] format[0] [[Sentence=-1,1=word max, 1-5]] also[0] being[0] able[0] to[0] scan[0] expense[-1] receipts[0] would[0] be[0] great[2] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
"38" "Its easy to use, nice and basic. Perfcet for tracking fish breeding hobby costs and income."	"38" "Its easy to use, nice and basic.<br> Perfcet for tracking fish breeding hobby costs and income.	2	-1	 "38[0] Its[0] easy[0] to[0] use[0] nice[1] and[0] basic[0] [[Sentence=-1,2=word max, 1-5]] Perfcet[0] for[0] tracking[0] fish[0] breeding[0] hobby[0] costs[0] and[0] income[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"39" "Very easy to use ,easy to understand and keeps reminding you to record whenever you forget ."	"39" "Very easy to use ,easy to understand and keeps reminding you to record whenever you forget .	1	-1	 "39[0] Very[0] easy[0] to[0] use[0] easy[0] to[0] understand[0] and[0] keeps[0] reminding[0] you[0] to[0] record[0] whenever[0] you[0] forget[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"40" "A very good initiative that has potential as a game changer. I would love to see file sharing as part of this, well-done!"	"40" "A very good initiative that has potential as a game changer.<br> I would love to see file sharing as part of this, well-done!	3	-1	 "40[0] A[0] very[0] good[1][1 LastWordBoosterStrength] initiative[0] that[0] has[0] potential[0] as[0] a[0] game[0] changer[0] [[Sentence=-1,3=word max, 1-5]] I[0] would[0] love[2][-1 LastWordBoosterStrength] to[0] see[0] file[0] sharing[0] as[0] part[0] of[0] this[0] well[0] done[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"41" "Very good in keeping record, but should be upgraded where u can a log in detail so u can access on other devices Incase u change ur phone. Ur record will remain"	"41" "Very good in keeping record, but should be upgraded where you can a log in detail so you can access on other devices Incase you change you are phone.<br> Ur record will remain"	3	-1	 "41[0] Very[0] good[1][1 LastWordBoosterStrength] in[0] keeping[0] record[0] but[0] should[0] be[0] upgraded[0] where[0] u[0] can[0] a[0] log[0] in[0] detail[0] so[0] u[0] can[0] access[0] on[0] other[0] devices[0] Incase[0] u[0] change[0] ur[0] phone[0] [[Sentence=-1,3=word max, 1-5]] Ur[0] record[0] will[0] remain[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"42" "Revenue and expence class created appears white on tranactions entry menu so it becomes invisible and difficult to select from the drop down list. Can you help resolve please?"	"42" "Revenue and expence class created appears white on tranactions entry menu so it becomes invisible and difficult to select from the drop down list.<br> Can you help resolve please?	2	-2	 "42[0] Revenue[0] and[0] expence[0] class[0] created[0] appears[0] white[0] on[0] tranactions[0] entry[0] menu[0] so[0] it[0] becomes[0] invisible[-1] and[0] difficult[-1] to[0] select[0] from[0] the[0] drop[-1] down[0] list[0] [[Sentence=-2,1=word max, 1-5]] Can[0] you[0] help[0] resolve[1] please[1] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
"43" "Not impressed at all needs allot of work."	"43" "Not impressed at all needs allot of work.	1	-2	 "43[0] Not[0] impressed[1][NegatedDueToPreviousWord] at[0] all[0] needs[0] allot[0] of[0] work[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"44" "Works good for keeping track of expenses. It really needs a spot to keep track of miles."	"44" "Works good for keeping track of expenses.<br> It really needs a spot to keep track of miles.	2	-1	 "44[0] Works[0] good[1] for[0] keeping[0] track[0] of[0] expenses[0] [[Sentence=-1,2=word max, 1-5]] It[0] really[0] needs[0] a[0] spot[0] to[0] keep[0] track[0] of[0] miles[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"45" "protection system i like it"	"45" "protection system i like it"	2	-1	 "45[0] protection[0] system[0] i[0] like[1] it[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"46" "Helpful but did not come with an assistance Some of the fields needs some explanation for a beginner It seems the target is to sell the product by urging user to go premium"	"46" "Helpful but did not come with an assistance Some of the fields needs some explanation for a beginner It seems the target is to sell the product by urging user to go premium"	2	-1	 "46[0] Helpful[1] but[0] did[0] not[0] come[0] with[0] an[0] assistance[0] Some[0] of[0] the[0] fields[0] needs[0] some[0] explanation[0] for[0] a[0] beginner[0] It[0] seems[0] the[0] target[0] is[0] to[0] sell[0] the[0] product[0] by[0] urging[0] user[0] to[0] go[0] premium[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"47" "Its a really wonderful mobile app that keeps us liquid and invest in other asset. Thank you development team."	"47" "Its a really wonderful mobile ap that keeps us liquid and invest in other asset.<br> Thank you development team.	4	-1	 "47[0] Its[0] a[0] really[0] wonderful[2][1 LastWordBoosterStrength] mobile[0] app/ap[0] that[0] keeps[0] us[0] liquid[0] and[0] invest[0] in[0] other[0] asset[0] [[Sentence=-1,4=word max, 1-5]] Thank[1] you[0] development[0] team[0] [[Sentence=-1,2=word max, 1-5]][[[4,-1 max of sentences]]]
"48" "It would be better you provide option add items or quantity and multiply rate of the item then total to amount spend or earn will help a lot Please consider this changes  U 0001F64F "	"48" "It would be better you provide option add items or quantity and multiply rate of the item then total to amount spend or earn will help a lot Please consider this changes  U 001F64F "	2	-1	 "48[0] It[0] would[0] be[0] better[0] you[0] provide[0] option[0] add[0] items[0] or[0] quantity[0] and[0] multiply[0] rate[0] of[0] the[0] item[0] then[0] total[0] to[0] amount[0] spend[0] or[0] earn[0] will[0] help[0] a[0] lot[0] Please[1] consider[0] this[0] changes[0] U[0] 0001F64F/001F64F[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"49" "User friendly and I truly love this App"	"49" "User friendly and I truly love this Ap"	3	-1	 "49[0] User[0] friendly[1] and[0] I[0] truly[1] love[2] this[0] App/Ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"50" "Useful for keeping simple farm records. There is still more potential to be exploited to make it better."	"50" "Useful for keeping simple farm records.<br> There is still more potential to be exploited to make it better.	2	-1	 "50[0] Useful[1] for[0] keeping[0] simple[0] farm[0] records[0] [[Sentence=-1,2=word max, 1-5]] There[0] is[0] still[0] more[0] potential[0] to[0] be[0] exploited[0] to[0] make[0] it[0] better[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"51" "nice app it's a game changer but I have noticed that the currency is default to a pound when you select other currencies its still not changing"	"51" "nice ap it's a game changer but I have noticed that the currency is default to a pound when you select other currencies its still not changing"	2	-2	 "51[0] nice[1] app/ap[0] it's[0] a[0] game[0] changer[0] but[0] I[0] have[0] noticed[0] that[0] the[0] currency[0] is[0] default[-1] to[0] a[0] pound[0] when[0] you[0] select[0] other[0] currencies[0] its[0] still[0] not[0] changing[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
"52" "As a new start up farm, this app has been invaluable as i plan out the annual budget. Thank you!"	"52" "As a new start up farm, this ap has been invaluable as i plan out the annual budget.<br> Thank you!	2	-1	 "52[0] As[0] a[0] new[0] start[0] up[0] farm[0] this[0] app/ap[0] has[0] been[0] invaluable[0] as[0] i[0] plan[0] out[0] the[0] annual[0] budget[0] [[Sentence=-1,1=word max, 1-5]] Thank[1] you[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"53" "It would be great if you can make it possible to trend the expenses over several months to compare monthly expenses."	"53" "It would be great if you can make it possible to trend the expenses over several months to compare monthly expenses.	3	-1	 "53[0] It[0] would[0] be[0] great[2] if[0] you[0] can[0] make[0] it[0] possible[0] to[0] trend[0] the[0] expenses[0] over[0] several[0] months[0] to[0] compare[0] monthly[0] expenses[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"54" "Was referred by a friend to this app but i really felt glad when i started using this app. It's just an awesome farm record keeper. Thank you Bivatec."	"54" "Was referred by a friend to this ap but i really felt glad when i started using this ap.<br> It's just an awesome farm record keeper.<br> Thank you Bivatec.	3	-1	 "54[0] Was[0] referred[0] by[0] a[0] friend[1] to[0] this[0] app/ap[0] but[0] i[0] really[0] felt[0] glad[1] when[0] i[0] started[0] using[0] this[0] app/ap[0] [[Sentence=-1,2=word max, 1-5]] It's[0] just[0] an[0] awesome[2] farm[0] record[0] keeper[0] [[Sentence=-1,3=word max, 1-5]] Thank[1] you[0] Bivatec[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"55" "Very awesome app for farmers.I would be greatful if one would export data without deleting from the device."	"55" "Very awesome ap for farmers.<br>I would be greatful if one would export data without deleting from the device.	4	-1	 "55[0] Very[0] awesome[2][1 LastWordBoosterStrength] app/ap[0] for[0] farmers[0] [[Sentence=-1,4=word max, 1-5]] I[0] would[0] be[0] greatful[2] if[0] one[0] would[0] export[0] data[0] without[0] deleting[0] from[0] the[0] device[0] [[Sentence=-1,3=word max, 1-5]][[[4,-1 max of sentences]]]
"56" "It's quite simple and easy to use. Serves my purpose for a small time farmer"	"56" "It's quite simple and easy to use.<br> Serves my purpose for a small time farmer"	1	-1	 "56[0] It's[0] quite[0] simple[0] and[0] easy[0] to[0] use[0] [[Sentence=-1,1=word max, 1-5]] Serves[0] my[0] purpose[0] for[0] a[0] small[0] time[0] farmer[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"57" "It's simple. Easy to use. Hope it stays that way. Nice app. Need it for my desktop, and laptop too."	"57" "It's simple.<br> Easy to use.<br> Hope it stays that way.<br> Nice ap.<br> Need it for my desktop, and laptop too.	3	-1	 "57[0] It's[0] simple[0] [[Sentence=-1,1=word max, 1-5]] Easy[0] to[0] use[0] [[Sentence=-1,1=word max, 1-5]] Hope[2] it[0] stays[0] that[0] way[0] [[Sentence=-1,3=word max, 1-5]] Nice[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]] Need[0] it[0] for[0] my[0] desktop[0] and[0] laptop[0] too[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"58" "Nothing like this before! Really simplifies my book keeping compared to any other Accounting app i've used before"	"58" "Nothing like this before!<br> Really simplifies my book keeping compared to any other Accounting ap i've used before"	2	-1	 "58[0] Nothing[0] like[1] this[0] before[0] [[Sentence=-1,2=word max, 1-5]] Really[0] simplifies[0] my[0] book[0] keeping[0] compared[0] to[0] any[0] other[0] Accounting[0] app/ap[0] i've[0] used[0] before[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"59" "Excellent app now I am able to track my income and expenditure with ease."	"59" "Excellent ap now I am able to track my income and expenditure with ease.	4	-1	 "59[0] Excellent[3] app/ap[0] now[0] I[0] am[0] able[0] to[0] track[0] my[0] income[0] and[0] expenditure[0] with[0] ease[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
"60" "Great app. Easy to use and effective. I got premium after a couple days of use. I love it!"	"60" "Great ap.<br> Easy to use and effective.<br> I got premium after a couple days of use.<br> I love it!	3	-1	 "60[0] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Easy[0] to[0] use[0] and[0] effective[0] [[Sentence=-1,1=word max, 1-5]] I[0] got[0] premium[0] after[0] a[0] couple[0] days[0] of[0] use[0] [[Sentence=-1,1=word max, 1-5]] I[0] love[2] it[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"61" "Good and simple to use and user support is awesome. Great job keep it up bivatec"	"61" "Good and simple to use and user support is awesome.<br> Great job keep it up bivatec"	3	-1	 "61[0] Good[1] and[0] simple[0] to[0] use[0] and[0] user[0] support[1] is[0] awesome[2] [[Sentence=-1,3=word max, 1-5]] Great[2] job[0] keep[0] it[0] up[0] bivatec[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"62" "Well designed, fully functional, very necessary app to have! Thanks"	"62" "Well designed, fully functional, very necessary ap to have!<br> Thanks"	2	-1	 "62[0] Well[0] designed[0] fully[0] functional[0] very[0] necessary[0] app/ap[0] to[0] have[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"63" "Great app! It's make my job easy after upgrade premium version."	"63" "Great ap!<br> It's make my job easy after upgrade premium version.	3	-1	 "63[0] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] It's[0] make[0] my[0] job[0] easy[0] after[0] upgrade[0] premium[0] version[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"64" "It's the best app I've used so far. Gives me a very good perspective of how my farm business is performing."	"64" "It's the best ap I've used so far.<br> Gives me a very good perspective of how my farm business is performing.	3	-1	 "64[0] It's[0] the[0] best[1] app/ap[0] I've[0] used[0] so[0] far[0] [[Sentence=-1,2=word max, 1-5]] Gives[0] me[0] a[0] very[0] good[1][1 LastWordBoosterStrength] perspective[0] of[0] how[0] my[0] farm[0] business[0] is[0] performing[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"65" "This is good and i think its going to help me and those people who want to make agriculture number one in there country thanks to the developer"	"65" "This is good and i think its going to help me and those people who want to make agriculture number one in there country thanks to the developer"	2	-1	 "65[0] This[0] is[0] good[1] and[0] i[0] think[0] its[0] going[0] to[0] help[0] me[0] and[0] those[0] people[0] who[0] want[0] to[0] make[0] agriculture[0] number[0] one[0] in[0] there[0] country[0] thanks[1] to[0] the[0] developer[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"66" "Very easy to use for keeping track of farm income and expenses."	"66" "Very easy to use for keeping track of farm income and expenses.	1	-1	 "66[0] Very[0] easy[0] to[0] use[0] for[0] keeping[0] track[0] of[0] farm[0] income[0] and[0] expenses[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
